,name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
0,TotalAssets,"4,263,937,000","8,284,498,000","9,264,923,000","10,794,659,000","11,440,117,000","12,891,984,000","13,286,822,000","16,217,957,000","14,607,774,000","13,495,159,000","11,221,321,000","8,396,896,000","7,102,331,000","5,876,006,000","4,585,914,000","4,346,367,000","3,307,973,000","3,189,633,000","3,065,714,000","2,750,740,000","2,595,531,000","2,432,300,000","2,178,600,000","1,505,800,000","1,367,400,000","741,400,000","739,900,000","499,700,000","310,100,000","377,000,000","271,400,000","176,600,000","175,300,000","103,700,000","115,600,000","201,600,000"
1,"	CurrentAssets","602,284,000","422,107,000","659,056,000","1,038,975,000","1,192,614,000","1,240,618,000","928,562,000","1,390,935,000","1,305,325,000","1,059,612,000","830,728,000","1,483,190,000","1,240,341,000","860,191,000","569,980,000","522,455,000","425,283,000","421,959,000","465,643,000","494,049,000","379,132,000","290,600,000","438,200,000","265,000,000","388,500,000","188,000,000","240,200,000","116,700,000","79,500,000","117,700,000","82,100,000","42,900,000","24,500,000","10,100,000","12,400,000","21,700,000"
2,"		CashCashEquivalentsAndShortTermInvestments","343,332,000","104,621,000","375,232,000","662,829,000","725,722,000","512,245,000","68,510,000","114,458,000","282,092,000","239,196,000","337,871,000","735,493,000","513,311,000","161,058,000","61,710,000","166,302,000","191,578,000","237,843,000","265,466,000","278,306,000","173,235,000","132,800,000","211,000,000","49,900,000","149,600,000","41,300,000","95,200,000","4,900,000","3,100,000","56,100,000","48,800,000","7,100,000","1,400,000","2,100,000","7,700,000","10,900,000"
3,"			CashAndCashEquivalents","343,332,000","104,621,000","375,232,000","662,829,000","725,722,000","512,245,000","68,510,000","114,458,000","282,092,000","239,196,000","337,871,000","735,493,000","513,311,000","161,058,000","61,710,000","121,845,000","58,790,000","139,467,000","192,509,000","236,709,000","173,235,000","132,800,000","211,000,000","49,900,000","149,600,000","41,300,000","95,200,000","4,900,000","3,100,000","56,100,000","48,800,000","7,100,000","1,400,000","2,100,000","7,700,000","10,900,000"
4,"			OtherShortTermInvestments",,,,,,,,,,,,,,,,"44,457,000","132,788,000","98,376,000","72,957,000","41,597,000",,,,,,,,,,,,,,,,
5,"		Receivables","178,630,000","258,436,000","221,220,000","310,041,000","374,632,000","554,456,000","676,586,000","1,089,338,000","856,096,000","662,447,000","387,414,000","654,425,000","658,356,000","652,181,000","462,432,000","328,253,000","205,023,000","149,235,000","164,613,000","169,008,000","175,394,000","123,200,000","149,100,000","136,700,000","101,600,000","60,300,000","112,500,000","79,500,000","58,100,000","37,500,000","26,300,000","26,000,000","15,800,000","6,100,000","3,600,000","9,400,000"
6,"			AccountsReceivable","147,863,000","198,665,000","200,722,000","204,696,000","319,152,000","498,931,000","569,096,000","949,069,000","743,673,000","587,163,000","387,414,000","647,454,000","644,840,000","613,115,000","408,241,000","276,688,000","205,023,000","149,235,000","164,613,000","169,008,000",,"123,200,000",,,,,,,,,,,,,,
7,"			TaxesReceivable","30,767,000","59,771,000","20,498,000","105,345,000","55,480,000","55,525,000","107,490,000","140,269,000","112,423,000","75,284,000",,,,,,,,,,,,,,,,,,,,,,,,,,
8,"			OtherReceivables",,,,,,,,,,,,"6,971,000","13,516,000","39,066,000","54,191,000","51,565,000",,,,,,,,,,,,,,,,,,,,
9,"		Inventory",,,,,,,,,,,,,,"3,814,000","4,461,000","3,940,000","4,013,000","4,086,000","3,628,000","3,626,000","3,870,000","4,300,000","5,100,000","4,600,000","3,300,000","19,800,000","14,000,000",,,,,,,,,
10,"		PrepaidAssets","80,322,000","59,050,000","62,604,000","66,105,000","92,260,000","173,917,000","183,466,000","187,139,000","43,962,000","57,254,000","35,502,000","26,938,000","21,207,000","20,721,000","20,491,000","10,064,000","12,454,000","11,809,000","6,595,000","5,314,000",,,,,,,,,,,,,,,,
11,"		RestrictedCash",,,,,,,,,,,,,,,,,,,"8,668,000","9,366,000",,,,,,,,,,,,,,,,
12,"		OtherCurrentAssets",,,,,,,,,"123,175,000","100,715,000","69,941,000","66,334,000","47,467,000","22,417,000","20,886,000","13,896,000","12,215,000","18,986,000","16,673,000","28,429,000","26,633,000","30,300,000","73,000,000","73,800,000","134,000,000","66,600,000","18,500,000","32,300,000","18,300,000","24,100,000","7,000,000","9,800,000","7,300,000","1,900,000","1,100,000","1,400,000"
13,"	TotalNonCurrentAssets","3,661,653,000","7,862,391,000","8,605,867,000","9,755,684,000","10,247,503,000","11,651,366,000","12,358,260,000","14,827,022,000","13,302,449,000","12,435,547,000","10,390,593,000","6,913,706,000","5,861,990,000","5,015,815,000","4,015,934,000","3,823,912,000","2,882,690,000","2,767,674,000","2,600,071,000","2,256,691,000","2,216,399,000","2,141,700,000","1,740,400,000","1,240,800,000","978,900,000","553,400,000","499,700,000","383,000,000","230,600,000","259,300,000","189,300,000","133,700,000","150,800,000","93,600,000","103,200,000","179,900,000"
14,"		NetPPE","3,577,069,000","7,733,924,000","8,480,718,000","9,489,240,000","10,061,948,000","11,483,623,000","12,112,509,000","14,558,090,000","13,025,972,000","11,897,467,000","10,048,087,000","6,634,452,000","5,642,549,000","4,795,916,000","3,858,393,000","2,999,019,000","2,743,620,000","2,625,866,000","2,471,043,000","2,149,217,000","2,095,129,000","2,049,800,000","1,649,100,000","1,200,900,000","957,000,000","543,000,000","493,300,000","370,200,000","221,900,000","237,300,000","177,700,000","130,700,000","148,900,000","93,400,000","103,200,000","179,800,000"
15,"			GrossPPE","4,777,697,000","10,306,625,000","10,956,412,000","12,034,331,000","12,364,888,000","14,056,323,000","14,442,922,000","19,198,767,000","16,971,666,000","15,037,112,000","12,643,866,000","8,810,227,000","7,528,780,000","6,434,951,000","5,287,347,000","4,244,795,000","3,804,888,000","3,518,754,000","3,216,805,000","2,770,538,000","2,598,451,000","2,445,500,000","1,968,100,000","1,457,500,000","1,204,000,000","895,500,000","824,900,000","631,800,000","468,900,000","471,000,000","400,700,000","335,500,000","346,100,000","293,700,000","310,400,000","370,800,000"
16,"				Properties",,"10,014,314,000","10,546,376,000","11,746,629,000","12,048,571,000","13,074,804,000","13,254,240,000","17,130,986,000","16,777,013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"				MachineryFurnitureEquipment","4,476,960,000","10,014,314,000","10,546,376,000","11,746,629,000","12,048,571,000","13,074,804,000","13,254,240,000","17,130,986,000",,"14,839,627,000","12,471,283,000","8,666,750,000","7,423,440,000","6,354,782,000","5,215,477,000","4,178,097,000","3,739,338,000","3,454,163,000","3,153,509,000","2,739,574,000",,,,,,,,,,,,,,,,
18,"				OtherProperties","200,925,000","203,407,000","200,945,000","204,193,000","204,214,000","220,172,000","218,697,000","213,347,000","194,653,000","197,485,000","172,583,000","143,477,000","105,340,000","80,169,000","71,870,000","66,698,000","65,550,000","64,591,000","63,296,000","30,964,000",,,,,,,,,,,,,,,,
19,"				ConstructionInProgress","99,812,000","88,904,000","209,091,000","83,509,000","112,103,000","761,347,000","969,985,000","1,854,434,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"			AccumulatedDepreciation","-1,200,628,000","-2,572,701,000","-2,475,694,000","-2,545,091,000","-2,302,940,000","-2,572,700,000","-2,330,413,000","-4,640,677,000","-3,945,694,000","-3,139,645,000","-2,595,779,000","-2,175,775,000","-1,886,231,000","-1,639,035,000","-1,428,954,000","-1,245,776,000","-1,061,268,000","-892,888,000","-745,762,000","-621,321,000","-503,322,000","-395,700,000","-319,000,000","-256,600,000","-247,000,000","-352,500,000","-331,600,000","-261,600,000","-247,000,000","-233,700,000","-223,000,000","-204,800,000","-197,200,000","-200,300,000","-207,200,000","-191,000,000"
21,"		OtherNonCurrentAssets","84,584,000","128,467,000","125,149,000","266,444,000","185,555,000","167,743,000","245,751,000","268,932,000","276,477,000","538,080,000","342,506,000","279,254,000","219,441,000","219,899,000","157,541,000","824,893,000","139,070,000","141,808,000","129,028,000","107,474,000","121,270,000","91,900,000","91,300,000","39,900,000","21,900,000","10,400,000","6,400,000","12,800,000","8,700,000","22,000,000","11,600,000","3,000,000","1,900,000","200,000",,"100,000"
22,TotalLiabilitiesNetMinorityInterest,"4,575,325,000","4,625,526,000","4,610,349,000","4,844,031,000","4,972,672,000","5,469,754,000","5,999,788,000","7,167,929,000","6,119,484,000","5,397,307,000","3,933,687,000","1,608,464,000","1,816,084,000","1,573,280,000","1,364,269,000","1,622,539,000","932,070,000","1,017,488,000","1,082,208,000","977,355,000","1,022,549,000","1,037,200,000","868,100,000","356,700,000","441,600,000","217,700,000","211,700,000","170,500,000","98,000,000","146,400,000","101,700,000","57,900,000","53,600,000","16,400,000","44,700,000","86,800,000"
23,"	CurrentLiabilities","218,351,000","516,928,000","365,457,000","593,024,000","633,293,000","863,657,000","668,674,000","1,051,915,000","911,449,000","827,180,000","720,381,000","433,947,000","678,993,000","492,772,000","426,260,000","259,335,000","214,166,000","244,023,000","280,660,000","207,549,000","205,428,000","233,300,000","349,500,000","152,900,000","151,500,000","86,400,000","82,300,000","42,300,000","55,100,000","71,400,000","39,500,000","24,300,000","16,700,000","5,200,000","4,800,000","10,800,000"
24,"		PayablesAndAccruedExpenses","168,531,000","283,026,000","305,327,000","271,516,000","264,467,000","465,586,000","462,139,000","751,743,000","752,937,000","585,345,000","556,119,000","377,985,000","270,432,000","314,309,000","289,362,000","172,472,000","143,923,000","135,689,000","115,908,000","86,771,000","56,394,000","56,600,000","78,900,000","77,400,000","66,900,000","30,800,000","34,700,000","9,100,000","4,600,000","10,100,000","10,300,000","8,400,000",,,,
25,"			Payables","131,978,000","138,923,000","154,943,000","118,423,000","154,785,000","311,161,000","359,619,000","600,582,000","551,773,000","530,926,000","390,196,000","266,560,000","259,107,000","198,395,000","196,111,000","93,914,000","83,012,000","87,178,000","64,783,000","46,996,000","56,394,000","56,600,000","78,900,000","77,400,000","66,900,000","30,800,000","34,700,000","9,100,000","4,600,000","10,100,000","10,300,000","8,400,000",,,,
26,"				AccountsPayable","95,159,000","108,208,000","125,557,000","84,032,000","108,224,000","223,221,000","265,389,000","347,214,000","350,147,000","436,006,000","374,814,000","197,800,000","259,107,000","198,395,000","196,111,000","93,914,000","83,012,000","87,178,000","64,783,000","46,996,000","56,394,000","56,600,000","78,900,000","77,400,000","66,900,000","30,800,000","34,700,000","9,100,000","4,600,000","10,100,000","10,300,000","8,400,000",,,,
27,"				TotalTaxPayable","36,819,000","30,715,000","29,386,000","34,391,000","46,561,000","87,940,000","94,230,000","125,119,000","135,257,000","94,920,000","15,382,000","68,760,000",,,,,,,,,,,,,,,,,,,,,,,,
28,"				DividendsPayable",,,,,,,0,"128,249,000","66,369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"			CurrentAccruedExpenses","36,553,000","144,103,000","150,384,000","153,093,000","109,682,000","154,425,000","102,520,000","151,161,000","201,164,000","54,419,000","165,923,000","111,425,000","11,325,000","115,914,000","93,251,000","78,558,000","60,911,000","48,511,000","51,125,000","39,775,000",,,,,,,,,,,,,,,,
30,"				InterestPayable",0,"88,047,000","100,100,000","98,189,000","61,299,000","72,961,000",,,"68,436,000","54,419,000","40,260,000","11,258,000",,,,,,,,,,,,,,,,,,,,,,,,
31,"		PensionandOtherPostRetirementBenefitPlansCurrent",,,,,,,,,,"117,907,000",,,,,,,,,,,,,,,,,,,,,,,,,,
32,"		CurrentDebtAndCapitalLeaseObligation",,"62,505,000",,"249,843,000","299,882,000","299,997,000",,,,,"80,213,000",,"172,698,000","10,334,000","9,629,000","8,972,000","8,361,000","47,666,000","80,577,000","55,430,000","49,351,000","59,500,000","148,800,000","9,700,000","3,600,000","12,200,000","6,200,000","500,000","23,900,000","36,500,000","14,500,000","2,400,000","2,200,000","300,000","300,000","800,000"
33,"			CurrentDebt",,"62,505,000",,"249,843,000","299,882,000","299,997,000",,,,,"80,213,000",,"172,698,000","10,334,000","9,629,000","8,972,000","8,361,000","47,666,000","80,577,000","55,430,000","49,351,000","59,500,000","148,800,000","9,700,000","3,600,000","12,200,000","6,200,000","500,000","23,900,000","36,500,000","14,500,000","2,400,000","2,200,000","300,000","300,000","800,000"
34,"				OtherCurrentBorrowings",,,,"249,843,000","299,882,000","299,997,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"		OtherCurrentLiabilities","49,820,000","171,397,000","60,130,000","71,665,000","68,944,000","98,074,000","206,535,000","300,172,000","158,512,000","123,928,000","84,049,000","55,962,000","235,863,000","168,129,000","127,269,000","77,891,000","61,882,000","60,668,000","84,175,000","65,348,000","99,683,000","117,200,000","121,800,000","65,800,000","81,000,000","43,400,000","41,400,000","32,700,000","26,600,000","24,800,000","14,700,000","13,500,000","14,500,000","4,900,000","4,500,000","10,000,000"
36,"	TotalNonCurrentLiabilitiesNetMinorityInterest","4,356,974,000","4,108,598,000","4,244,892,000","4,251,007,000","4,339,379,000","4,606,097,000","5,331,114,000","6,116,014,000","5,208,035,000","4,570,127,000","3,213,306,000","1,174,517,000","1,137,091,000","1,080,508,000","938,009,000","1,363,204,000","717,904,000","773,465,000","801,548,000","769,806,000","817,121,000","803,900,000","518,600,000","203,800,000","290,100,000","131,300,000","129,400,000","128,200,000","42,900,000","75,000,000","62,200,000","33,600,000","36,900,000","11,200,000","39,900,000","76,000,000"
37,"		LongTermDebtAndCapitalLeaseObligation","3,998,895,000","3,779,499,000","3,877,402,000","3,795,867,000","4,040,229,000","4,188,904,000","4,869,020,000","5,556,251,000","4,634,375,000","4,071,964,000","2,686,484,000","750,946,000","750,789,000","774,182,000","684,469,000","1,129,325,000","503,288,000","541,907,000","589,562,000","550,131,000","650,291,000","730,900,000","460,800,000","138,100,000","239,500,000","129,900,000","126,500,000","127,100,000","41,300,000","71,200,000","59,500,000","20,000,000","21,200,000","6,100,000","27,300,000","27,600,000"
38,"			LongTermDebt","3,977,926,000","3,779,499,000","3,877,402,000","3,795,867,000","4,040,229,000","4,188,904,000","4,869,020,000","5,556,251,000","4,634,375,000","4,071,964,000","2,686,484,000","750,946,000","750,789,000","774,182,000","684,469,000","1,129,325,000","503,288,000","541,907,000","589,562,000","550,131,000","650,291,000","730,900,000","460,800,000","138,100,000","239,500,000","129,900,000","126,500,000","127,100,000","41,300,000","71,200,000","59,500,000","20,000,000","21,200,000","6,100,000","27,300,000","27,600,000"
39,"			LongTermCapitalLeaseObligation","20,969,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"		NonCurrentDeferredLiabilities","9,292,000","68,201,000","91,695,000","164,962,000","2,084,000","92,797,000","120,589,000","225,455,000","226,045,000","242,791,000","258,822,000","300,231,000","265,018,000","240,621,000","219,521,000","227,589,000","206,506,000","213,357,000","206,351,000","202,646,000","149,084,000","70,700,000","56,900,000","63,900,000","50,300,000",,,,,,,,,"4,900,000","11,900,000","47,700,000"
41,"			NonCurrentDeferredTaxesLiabilities","9,292,000","68,201,000","91,695,000","164,962,000","2,084,000","92,797,000","120,589,000","225,455,000","226,045,000","242,791,000","258,822,000","300,231,000","265,018,000","240,621,000","219,521,000","227,589,000","206,506,000","213,357,000","206,351,000","202,646,000","149,084,000","70,700,000","56,900,000","63,900,000","50,300,000",,,,,,,,,"4,900,000","11,900,000","47,700,000"
42,"		NonCurrentAccruedExpenses","147,748,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"		OtherNonCurrentLiabilities","201,039,000","260,898,000","275,795,000","290,178,000","297,066,000","324,396,000","341,505,000","334,308,000","347,615,000","255,372,000","268,000,000","123,340,000","121,284,000","65,705,000","34,019,000","6,290,000","8,110,000","18,201,000","5,635,000","17,029,000","17,746,000","2,300,000","900,000","1,800,000","300,000","1,400,000","2,900,000","1,100,000","1,600,000","3,800,000","2,700,000","13,600,000","15,700,000","200,000","700,000","700,000"
44,TotalEquityGrossMinorityInterest,"-311,388,000","3,658,972,000","4,654,574,000","5,950,628,000","6,467,445,000","7,422,230,000","7,287,034,000","9,050,028,000","8,488,290,000","8,097,852,000","7,287,634,000","6,788,432,000","5,286,247,000","4,302,726,000","3,221,645,000","2,723,828,000","2,375,903,000","2,172,145,000","1,983,506,000","1,773,385,000","1,572,982,000","1,395,100,000","1,310,500,000","1,149,100,000","925,800,000","523,700,000","528,200,000","329,200,000","212,100,000","230,600,000","169,700,000","118,700,000","121,700,000","87,300,000","70,900,000","114,800,000"
45,"	StockholdersEquity","-311,388,000","3,658,972,000","4,253,171,000","5,276,161,000","5,758,681,000","6,699,229,000","6,564,730,000","8,322,583,000","7,723,166,000","7,406,521,000","7,163,003,000","6,788,432,000","5,290,715,000","4,308,322,000","3,228,993,000","2,731,734,000","2,384,434,000","2,178,425,000","1,989,210,000","1,778,319,000","1,576,719,000","1,398,000,000","1,310,500,000","1,149,100,000","925,200,000","523,500,000","527,600,000","329,000,000","211,700,000","230,300,000","169,500,000","118,700,000","121,700,000","87,300,000","70,900,000","114,800,000"
46,"		CapitalStock","2,511,000","2,492,000","2,468,000","2,450,000","2,432,000","2,420,000","2,475,000","2,534,000","710,130,000","766,595,000","917,684,000","1,130,607,000","26,190,000","26,822,000","13,459,000","13,701,000","13,441,000","13,389,000","13,353,000","13,818,000","13,744,000","13,500,000",,,,"4,000,000","7,000,000","3,000,000","3,000,000",,,"3,300,000",,,,
47,"			PreferredStock",,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000","7,000,000","3,000,000","3,000,000",,,"3,300,000",,,,
48,"			CommonStock","2,511,000","2,492,000","2,468,000","2,450,000","2,432,000","2,420,000","2,475,000","2,534,000","710,130,000","766,595,000","917,684,000","1,130,607,000","26,190,000","26,822,000","13,459,000","13,701,000","13,441,000","13,389,000","13,353,000","13,818,000","13,744,000","13,500,000",,,,0,0,0,0,,,0,,,,
49,"		AdditionalPaidInCapital","814,796,000","807,093,000","699,409,000","678,922,000","654,168,000","628,483,000","695,638,000","810,286,000","83,531,000","48,356,000","39,006,000",0,"402,115,000","683,697,000","789,354,000","1,024,470,000","926,652,000","915,240,000","905,865,000","1,041,017,000","1,019,615,000","960,800,000",,,,,,,,,,,,,,
50,"		RetainedEarnings","-1,070,683,000","2,907,776,000","3,608,366,000","4,637,677,000","5,154,221,000","6,131,501,000","5,936,035,000","7,591,927,000","7,066,023,000","6,676,444,000","6,630,500,000","5,855,737,000","4,919,667,000","3,602,870,000","2,446,056,000","1,736,015,000","1,452,974,000","1,306,888,000","1,140,472,000","930,969,000","668,047,000","502,500,000","418,000,000","256,000,000","-120,500,000","-73,800,000","-68,200,000","-8,400,000","-22,600,000","-4,400,000","6,600,000","16,000,000","23,600,000","32,200,000","42,300,000","86,300,000"
51,"		TreasuryStock",,,,,,,,0,"21,069,000","10,553,000","373,967,000","143,031,000",,,,,,"49,121,000","51,317,000","177,408,000","104,894,000","65,100,000",,,,,,,,,,,,,,
52,"		GainsLossesNotAffectingRetainedEarnings","-58,012,000","-58,389,000","-57,072,000","-42,888,000","-52,140,000","-63,175,000","-69,418,000","-82,164,000","-115,449,000","-74,321,000","-50,220,000","-54,881,000","-57,257,000","-5,067,000","-19,876,000","-42,452,000","-8,633,000","-7,971,000","-19,163,000","-30,077,000","-19,793,000","-13,700,000",,,,,,,,,,,,,,
53,"			ForeignCurrencyTranslationAdjustments",,,,,,,,,,,,,"-12,469,000","6,626,000","2,962,000",,,,,,,,,,,,,,,,,,,,,
54,"			OtherEquityAdjustments",,,,,,,,,,,,,"-44,788,000","-11,693,000","-22,838,000",,,,,,,,,,,,,,,,,,,,,
55,"		OtherEquityInterest",,,,,,,,,,,,,,,,,,,,,,,"892,500,000","893,100,000","1,045,700,000","593,300,000","588,800,000","334,400,000","231,300,000","234,700,000","162,900,000","99,400,000","98,100,000","55,100,000","28,600,000","28,500,000"
56,"	MinorityInterest",,0,"401,403,000","674,467,000","708,764,000","723,001,000","722,304,000","727,445,000","765,124,000","691,331,000","124,631,000",,"-4,468,000","-5,596,000","-7,348,000","-7,906,000","-8,531,000","-6,280,000","-5,704,000","-4,934,000","-3,737,000","-2,900,000",,,"600,000","200,000","600,000","200,000","400,000","300,000","200,000",,,,,
57,TotalCapitalization,"3,666,538,000","7,438,471,000","8,130,573,000","9,072,028,000","9,798,910,000","10,888,133,000","11,433,750,000","13,878,834,000","12,357,541,000","11,478,485,000","9,849,487,000","7,539,378,000","6,041,504,000","5,082,504,000","3,913,462,000","3,861,059,000","2,887,722,000","2,720,332,000","2,578,772,000","2,328,450,000","2,227,010,000","2,128,900,000","1,771,300,000","1,287,200,000","1,164,700,000","653,400,000","654,100,000","456,100,000","253,000,000","301,500,000","229,000,000","138,700,000","142,900,000","93,400,000","98,200,000","142,400,000"
58,PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000","7,000,000","3,000,000","3,000,000",,,"3,300,000",,,,
59,CommonStockEquity,"-311,388,000","3,658,972,000","4,253,171,000","5,276,161,000","5,758,681,000","6,699,229,000","6,564,730,000","8,322,583,000","7,723,166,000","7,406,521,000","7,163,003,000","6,788,432,000","5,290,715,000","4,308,322,000","3,228,993,000","2,731,734,000","2,384,434,000","2,178,425,000","1,989,210,000","1,778,319,000","1,576,719,000","1,398,000,000","1,310,500,000","1,149,100,000","925,200,000","519,500,000","520,600,000","326,000,000","208,700,000","230,300,000","169,500,000","115,400,000","121,700,000","87,300,000","70,900,000","114,800,000"
60,CapitalLeaseObligations,"20,969,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,NetTangibleAssets,"-311,388,000","3,658,972,000","4,253,171,000","5,276,161,000","5,758,681,000","6,699,229,000","6,564,730,000","8,322,583,000","7,723,166,000","7,406,521,000","7,163,003,000","6,788,432,000","5,290,715,000","4,308,322,000","3,228,993,000","2,731,734,000","2,384,434,000","2,178,425,000","1,989,210,000","1,778,319,000","1,576,719,000","1,398,000,000","1,310,500,000","1,149,100,000","925,200,000","523,500,000","527,600,000","329,000,000","211,700,000","230,300,000","169,500,000","118,700,000","121,700,000","87,300,000","70,900,000","114,800,000"
62,WorkingCapital,"383,933,000","-94,821,000","293,599,000","445,951,000","559,321,000","376,961,000","259,888,000","339,020,000","393,876,000","232,432,000","110,347,000","1,049,243,000","561,348,000","367,419,000","143,720,000","263,120,000","211,117,000","177,936,000","184,983,000","286,500,000","173,704,000","57,300,000","88,700,000","112,100,000","237,000,000","101,600,000","157,900,000","74,400,000","24,400,000","46,300,000","42,600,000","18,600,000","7,800,000","4,900,000","7,600,000","10,900,000"
63,InvestedCapital,"3,666,538,000","7,500,976,000","8,130,573,000","9,321,871,000","10,098,792,000","11,188,130,000","11,433,750,000","13,878,834,000","12,357,541,000","11,478,485,000","9,929,700,000","7,539,378,000","6,214,202,000","5,092,838,000","3,923,091,000","3,870,031,000","2,896,083,000","2,767,998,000","2,659,349,000","2,383,880,000","2,276,361,000","2,188,400,000","1,920,100,000","1,296,900,000","1,168,300,000","661,600,000","653,300,000","453,600,000","273,900,000","338,000,000","243,500,000","137,800,000","145,100,000","93,700,000","98,500,000","143,200,000"
64,TangibleBookValue,"-311,388,000","3,658,972,000","4,253,171,000","5,276,161,000","5,758,681,000","6,699,229,000","6,564,730,000","8,322,583,000","7,723,166,000","7,406,521,000","7,163,003,000","6,788,432,000","5,290,715,000","4,308,322,000","3,228,993,000","2,731,734,000","2,384,434,000","2,178,425,000","1,989,210,000","1,778,319,000","1,576,719,000","1,398,000,000","1,310,500,000","1,149,100,000","925,200,000","519,500,000","520,600,000","326,000,000","208,700,000","230,300,000","169,500,000","115,400,000","121,700,000","87,300,000","70,900,000","114,800,000"
65,TotalDebt,"3,998,895,000","3,842,004,000","3,877,402,000","4,045,710,000","4,340,111,000","4,488,901,000","4,869,020,000","5,556,251,000","4,634,375,000","4,071,964,000","2,766,697,000","750,946,000","923,487,000","784,516,000","694,098,000","1,138,297,000","511,649,000","589,573,000","670,139,000","605,561,000","699,642,000","790,400,000","609,600,000","147,800,000","243,100,000","142,100,000","132,700,000","127,600,000","65,200,000","107,700,000","74,000,000","22,400,000","23,400,000","6,400,000","27,600,000","28,400,000"
66,NetDebt,"3,634,594,000","3,737,383,000","3,502,170,000","3,382,881,000","3,614,389,000","3,976,656,000","4,800,510,000","5,441,793,000","4,352,283,000","3,832,768,000","2,428,826,000","15,453,000","410,176,000","623,458,000","632,388,000","1,016,452,000","452,859,000","450,106,000","477,630,000","368,852,000","526,407,000","657,600,000","398,600,000","97,900,000","93,500,000","100,800,000","37,500,000","122,700,000","62,100,000","51,600,000","25,200,000","15,300,000","22,000,000","4,300,000","19,900,000","17,500,000"
67,ShareIssued,"251,083,973","249,200,000","246,794,000","244,971,000","243,239,000","241,977,000","247,501,000","253,448,000","253,348,000","252,926,000","272,555,000","265,724,000","261,500,479","268,223,000","134,592,000","134,407,000","134,407,000","133,894,000","133,534,000","132,015,000","267,182,000","263,764,000","262,202,000","261,976,000","189,096,000","188,966,000","155,652,000","95,096,000","68,596,000","67,464,000","66,668,000","45,974,000","43,248,000","33,552,000","22,574,000","22,546,000"
