,name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,ttm
34,		NonCurrentPrepaidAssets,"1,716,000","8,066,000","12,040,000","16,351,000","16,050,000","22,367,000","112,379,000","52,560,000","43,776,000",,,,,,,,,,,,,,,,,,,,,
35,		OtherNonCurrentAssets,"11,419,000","17,778,000","27,440,000","49,973,000","7,306,000","11,097,000","20,656,000","22,906,000","26,298,000","14,569,000","13,954,000","7,334,000","48,097,000","4,812,000","4,973,000","5,023,000","5,677,000","22,960,000","20,447,000","4,130,000","1,590,000","2,000,000","500,000","1,200,000","1,100,000","500,000","700,000","600,000","700,000",
36,TotalLiabilitiesNetMinorityInterest,"1,283,010,000","1,605,995,000","1,964,443,000","1,776,363,000","1,555,882,000","1,972,186,000","2,488,201,000","1,931,130,000","1,916,254,000","1,705,270,000","1,235,424,000","580,452,000","585,875,000","569,169,000","630,037,000","428,770,000","315,372,000","255,759,000","204,953,000","182,500,000","107,780,000","83,500,000","79,700,000","56,300,000","44,400,000","23,400,000","17,200,000","8,300,000","9,800,000",
37,	CurrentLiabilities,"273,722,000","400,602,000","526,316,000","546,250,000","264,815,000","308,132,000","568,404,000","354,277,000","359,863,000","418,712,000","315,965,000","193,308,000","302,613,000","295,208,000","317,618,000","255,409,000","150,076,000","108,447,000","75,152,000","89,286,000","56,878,000","31,700,000","23,000,000","30,500,000","17,900,000","10,500,000","11,200,000","6,300,000","7,500,000",
38,		PayablesAndAccruedExpenses,"187,317,000","300,337,000","433,013,000","454,683,000","187,474,000","156,207,000","468,924,000","259,173,000","273,230,000","408,712,000","309,715,000","193,308,000","302,613,000","295,208,000","317,618,000","255,409,000","150,076,000","108,447,000","75,152,000","89,286,000","42,499,000","23,700,000","11,200,000","17,000,000","15,100,000","7,900,000","9,000,000","5,400,000","4,900,000",
39,			Payables,"102,288,000","193,221,000","315,688,000","348,953,000","132,433,000","91,832,000","394,082,000","196,187,000","204,730,000","244,083,000","162,400,000","83,700,000","169,958,000","156,916,000","172,155,000","131,899,000","68,159,000","56,381,000","39,639,000","52,778,000","42,499,000","23,700,000","11,200,000","17,000,000","15,100,000","7,900,000","9,000,000","5,400,000","4,900,000",
40,				AccountsPayable,"91,622,000","170,475,000","288,962,000","319,621,000","125,667,000","82,771,000","382,438,000","173,150,000","188,823,000","241,610,000","162,400,000","83,700,000","169,958,000","156,916,000","172,155,000","131,899,000","68,159,000","56,381,000","39,639,000","52,778,000","42,499,000","23,700,000","11,200,000","17,000,000","15,100,000","7,900,000","9,000,000","5,400,000","4,900,000",
41,				TotalTaxPayable,"10,666,000","22,746,000","26,726,000","29,332,000","6,766,000","9,061,000","11,644,000","23,037,000","15,907,000","2,473,000",,,0,,,,,,,,,,,,,,,,,
42,					IncomeTaxPayable,0,"342,000","1,408,000",,,,0,"10,670,000","6,158,000","2,473,000",,,0,,,,,,,,,,,,,,,,,
43,			CurrentAccruedExpenses,"85,029,000","107,116,000","117,325,000","105,730,000","55,041,000","64,375,000","74,842,000","62,986,000","68,500,000","164,629,000","147,315,000","109,608,000","132,655,000","138,292,000","145,463,000","123,510,000","81,917,000","52,066,000","35,513,000","36,508,000",,,,,,,,,,
44,				InterestPayable,"11,325,000","12,021,000","15,774,000","7,558,000","6,740,000","7,668,000","7,427,000","7,604,000","7,664,000",,,,,,,,,,,,,,,,,,,,,
45,		PensionandOtherPostRetirementBenefitPlansCurrent,"79,309,000","90,330,000","93,303,000","91,567,000","77,341,000","88,175,000","86,980,000","85,104,000","78,860,000",,,,,,,,,,,,,,,,,,,,,
46,		CurrentDebtAndCapitalLeaseObligation,"7,096,000","9,935,000",,,,"63,750,000","12,500,000","10,000,000","6,250,000","10,000,000","6,250,000",,,,,,,,,,"4,477,000",,"8,600,000","1,500,000","100,000","900,000","900,000","400,000","2,100,000",
47,			CurrentDebt,,,,,,"63,750,000","12,500,000","10,000,000","6,250,000","10,000,000","6,250,000",,,,,,,,,,"4,477,000",,"8,600,000","1,500,000","100,000","900,000","900,000","400,000","2,100,000",
48,			CurrentCapitalLeaseObligation,"7,096,000","9,935,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,		CurrentDeferredLiabilities,,,,,,,,0,"1,523,000",,,,,,,,,,,,,,,,,,,,,
50,			CurrentDeferredRevenue,,,,,,,,0,"1,523,000",,,,,,,,,,,,,,,,,,,,,
51,		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,"9,902,000","8,000,000","3,200,000","12,000,000","2,700,000","1,700,000","1,300,000","500,000","500,000",
52,	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,009,288,000","1,205,393,000","1,438,127,000","1,230,113,000","1,291,067,000","1,664,054,000","1,919,797,000","1,576,853,000","1,556,391,000","1,286,558,000","919,459,000","387,144,000","283,262,000","273,961,000","312,419,000","173,361,000","165,296,000","147,312,000","129,801,000","93,214,000","50,902,000","51,800,000","56,700,000","25,800,000","26,500,000","12,900,000","6,000,000","2,000,000","2,300,000",
53,		LongTermDebtAndCapitalLeaseObligation,"920,602,000","993,184,000","1,119,205,000","866,783,000","598,437,000","791,250,000","973,000,000","682,500,000","692,500,000","492,500,000","392,500,000",,,"50,000,000","120,000,000",,,,,,"19,939,000","50,000,000","47,100,000","21,800,000","25,700,000","12,900,000","6,000,000","2,100,000","2,300,000",
54,			LongTermDebt,"901,484,000","966,540,000","1,119,205,000","866,783,000","598,437,000","791,250,000","973,000,000","682,500,000","692,500,000","492,500,000","392,500,000",,,"50,000,000","120,000,000",,,,,,"19,939,000","50,000,000","47,100,000","21,800,000","25,700,000","12,900,000","6,000,000","2,100,000","2,300,000",
55,			LongTermCapitalLeaseObligation,"19,118,000","26,644,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,		NonCurrentDeferredLiabilities,"77,676,000","202,959,000","306,161,000","350,836,000","682,976,000","863,833,000","935,660,000","887,864,000","857,302,000","786,632,000","511,422,000","381,656,000","277,717,000","219,490,000","187,960,000","169,188,000","162,040,000","143,490,000","127,006,000","92,859,000","30,083,000","1,700,000","9,600,000","3,300,000","100,000",,,,,
57,			NonCurrentDeferredTaxesLiabilities,"77,676,000","202,959,000","306,161,000","350,836,000","682,976,000","863,833,000","935,660,000","887,864,000","857,302,000","786,632,000","511,422,000","381,656,000","277,717,000","219,490,000","187,960,000","169,188,000","162,040,000","143,490,000","127,006,000","92,859,000","30,083,000","1,700,000","9,600,000","3,300,000","100,000",,,,,
58,		OtherNonCurrentLiabilities,"11,010,000","9,250,000","12,761,000","12,494,000","9,654,000","8,971,000","11,137,000","6,489,000","6,589,000","7,426,000","15,537,000","5,488,000","5,545,000","4,471,000","4,459,000","4,173,000","3,256,000","3,822,000","2,795,000","355,000","880,000","100,000",,"700,000","700,000",,,"-100,000",,
59,TotalEquityGrossMinorityInterest,"2,016,059,000","2,833,620,000","3,505,423,000","3,982,493,000","2,248,724,000","2,561,131,000","2,905,810,000","2,755,997,000","2,640,657,000","2,516,631,000","2,187,607,000","2,081,700,000","2,126,942,000","1,896,030,000","1,562,466,000","1,367,011,000","1,007,539,000","820,071,000","737,556,000","687,142,000","302,806,000","152,800,000","156,900,000","146,900,000","43,500,000","20,400,000","14,500,000","10,100,000","3,800,000",
60,	StockholdersEquity,"2,016,059,000","2,833,620,000","3,505,423,000","3,982,493,000","2,248,724,000","2,561,131,000","2,905,810,000","2,755,997,000","2,640,657,000","2,516,631,000","2,187,607,000","2,081,700,000","2,126,942,000","1,896,030,000","1,562,466,000","1,367,011,000","1,007,539,000","820,071,000","737,556,000","687,142,000","302,806,000","152,800,000","156,900,000","146,900,000","43,500,000","20,400,000","14,500,000","10,100,000","3,800,000",
61,		CapitalStock,"2,710,000","2,694,000","2,673,000","2,662,000","1,915,000","1,904,000","1,893,000","1,865,000","1,841,000","1,833,000","1,815,000","1,808,000","1,801,000","1,773,000","1,766,000","1,759,000","1,716,000","825,000","816,000","784,000","375,000","300,000",,,,,,,,
62,			PreferredStock,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
63,			CommonStock,"2,710,000","2,694,000","2,673,000","2,662,000","1,915,000","1,904,000","1,893,000","1,865,000","1,841,000","1,833,000","1,815,000","1,808,000","1,801,000","1,773,000","1,766,000","1,759,000","1,716,000","825,000","816,000","784,000","375,000","300,000",,,,,,,,
64,		AdditionalPaidInCapital,"2,902,236,000","2,875,680,000","2,827,154,000","2,785,823,000","1,042,696,000","1,011,811,000","984,674,000","913,505,000","863,558,000","840,731,000","796,641,000","781,635,000","765,512,000","703,581,000","681,069,000","672,151,000","597,280,000","506,018,000","489,201,000","441,475,000","245,462,000","117,600,000",,,,,,,,
65,		RetainedEarnings,"472,014,000","1,294,902,000","1,753,557,000","2,105,897,000","2,116,341,000","2,458,554,000","2,811,815,000","2,707,439,000","2,548,542,000","2,279,367,000","1,987,999,000","1,901,853,000","1,970,824,000","1,716,620,000","1,346,542,000","719,113,000","415,489,000","316,329,000","261,003,000","258,834,000","245,462,000","34,900,000","44,000,000","44,300,000","22,100,000","6,200,000","4,300,000","1,800,000","300,000",
66,		TreasuryStock,"1,366,313,000","1,345,134,000","1,080,448,000","918,711,000","911,094,000","907,045,000","899,035,000","880,888,000","795,051,000","624,759,000","620,445,000","618,592,000","616,969,000","546,151,000","475,301,000","25,290,000","13,137,000","11,655,000","11,655,000","11,655,000","1,650,000",,,,,,,,,
67,		GainsLossesNotAffectingRetainedEarnings,"5,412,000","5,478,000","2,487,000","6,822,000","-1,134,000","-4,093,000","6,463,000","14,076,000","21,767,000","19,459,000","21,597,000","14,996,000","5,774,000","20,207,000","8,390,000","-722,000","6,191,000","8,554,000","-1,809,000","-2,296,000",,,,,,,,,,
68,		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,"-186,843,000",,"112,900,000","102,600,000","21,400,000","14,200,000","10,200,000","8,300,000","3,500,000",
69,TotalCapitalization,"2,917,543,000","3,800,160,000","4,624,628,000","4,849,276,000","2,847,161,000","3,352,381,000","3,878,810,000","3,438,497,000","3,333,157,000","3,009,131,000","2,580,107,000","2,081,700,000","2,126,942,000","1,946,030,000","1,682,466,000","1,367,011,000","1,007,539,000","820,071,000","737,556,000","687,142,000","322,745,000","202,800,000","204,000,000","168,700,000","69,200,000","33,300,000","20,500,000","12,200,000","6,100,000",
70,CommonStockEquity,"2,016,059,000","2,833,620,000","3,505,423,000","3,982,493,000","2,248,724,000","2,561,131,000","2,905,810,000","2,755,997,000","2,640,657,000","2,516,631,000","2,187,607,000","2,081,700,000","2,126,942,000","1,896,030,000","1,562,466,000","1,367,011,000","1,007,539,000","820,071,000","737,556,000","687,142,000","302,806,000","152,800,000","156,900,000","146,900,000","43,500,000","20,400,000","14,500,000","10,100,000","3,800,000",
71,CapitalLeaseObligations,"26,214,000","36,579,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,NetTangibleAssets,"1,985,972,000","2,389,616,000","3,027,783,000","3,295,421,000","2,159,758,000","2,468,522,000","2,684,997,000","2,588,527,000","2,469,194,000","2,341,058,000","2,007,924,000","1,995,466,000","2,040,708,000","1,799,832,000","1,463,410,000","1,267,955,000","906,213,000","768,892,000","686,243,000","635,508,000","264,165,000","111,000,000","111,000,000","122,300,000","43,500,000","20,400,000","14,500,000","10,100,000","3,800,000",
73,WorkingCapital,"204,234,000","231,213,000","423,881,000","200,605,000","18,506,000","178,404,000","340,688,000","454,373,000","340,128,000","346,238,000","241,445,000","263,960,000","338,761,000","227,577,000","335,052,000","382,448,000","236,957,000","199,613,000","167,863,000","110,172,000","110,885,000","27,000,000","30,500,000","46,500,000","17,600,000","6,300,000","5,200,000","4,300,000","-300,000",
74,InvestedCapital,"2,917,543,000","3,800,160,000","4,624,628,000","4,849,276,000","2,847,161,000","3,416,131,000","3,891,310,000","3,448,497,000","3,339,407,000","3,019,131,000","2,586,357,000","2,081,700,000","2,126,942,000","1,946,030,000","1,682,466,000","1,367,011,000","1,007,539,000","820,071,000","737,556,000","687,142,000","327,222,000","202,800,000","212,600,000","170,200,000","69,300,000","34,200,000","21,400,000","12,600,000","8,200,000",
75,TangibleBookValue,"1,985,972,000","2,389,616,000","3,027,783,000","3,295,421,000","2,159,758,000","2,468,522,000","2,684,997,000","2,588,527,000","2,469,194,000","2,341,058,000","2,007,924,000","1,995,466,000","2,040,708,000","1,799,832,000","1,463,410,000","1,267,955,000","906,213,000","768,892,000","686,243,000","635,508,000","264,165,000","111,000,000","111,000,000","122,300,000","43,500,000","20,400,000","14,500,000","10,100,000","3,800,000",
76,TotalDebt,"927,698,000","1,003,119,000","1,119,205,000","866,783,000","598,437,000","855,000,000","985,500,000","692,500,000","698,750,000","502,500,000","398,750,000",,,"50,000,000","120,000,000",,,,,,"24,416,000","50,000,000","55,700,000","23,300,000","25,800,000","13,800,000","6,900,000","2,500,000","4,400,000",
77,NetDebt,"676,569,000","792,355,000","874,176,000","823,955,000","563,285,000","741,654,000","942,488,000","442,991,000","588,027,000","478,554,000","371,138,000",,,"32,566,000","106,615,000",,,,,,,"41,200,000","46,700,000",,"22,300,000","11,300,000","3,500,000",,"2,300,000",
78,ShareIssued,"271,028,688","269,372,257","267,315,526","266,259,083","191,525,872","190,374,801","189,262,876","186,487,246","184,059,900","183,295,350","181,537,568","180,828,773","180,195,891","153,942,800","156,542,512","172,441,178","168,512,745","161,953,200","160,140,252","153,912,000","74,354,552","65,352,000","63,342,000","61,934,000","39,552,000","25,560,000","21,080,000","19,080,000","11,616,000",
79,OrdinarySharesNumber,"187,626,366","192,035,870","213,614,430","222,456,472","148,133,255","147,167,561","146,444,291","144,219,189","145,913,162","155,807,779","154,193,754","153,610,785","153,098,601","153,942,800","156,542,512","172,441,178","168,512,745","161,953,200","160,140,252","153,912,000","74,354,552","65,352,000","63,342,000","61,934,000","39,552,000","25,560,000","21,080,000","19,080,000","11,616,000",
80,TreasurySharesNumber,"83,402,322","77,336,387","53,701,096","43,802,611","43,392,617","43,207,240","42,818,585","42,268,057","38,146,738","27,487,571","27,343,814","27,217,988","27,097,290",,,,,,,,,,,,,,,,,
0,TotalRevenue,"1,124,249,000","2,470,685,000","3,326,997,000","2,356,684,000","915,866,000","1,891,277,000","3,182,291,000","2,716,034,000","2,723,414,000","2,565,943,000","1,462,931,000","781,946,000","2,209,126,000","2,114,194,000","2,546,586,000","1,740,455,000","1,000,769,000","776,170,000","527,957,000","989,975,000","307,901,000","151,500,000","186,600,000","190,800,000","83,700,000","46,500,000","35,100,000","24,700,000","22,200,000","919,251,000"
1,	OperatingRevenue,"1,078,593,000","2,365,830,000","3,213,163,000","2,285,924,000","897,733,000","1,891,277,000","3,182,291,000","2,716,034,000","2,723,414,000","2,565,943,000","1,462,931,000","781,946,000","2,209,126,000","2,114,194,000","2,546,586,000","1,740,455,000","1,000,769,000","776,170,000","527,957,000","989,975,000","307,901,000","151,500,000","186,600,000","190,800,000","83,700,000","46,500,000","35,100,000","24,700,000","22,200,000","880,647,000"
2,CostOfRevenue,"1,472,833,000","2,777,570,000","3,318,805,000","2,500,881,000","1,317,210,000","2,097,128,000","2,834,801,000","2,323,375,000","2,194,286,000","1,543,791,000","897,798,000","476,497,000","1,310,590,000","1,188,039,000","1,243,502,000","939,365,000","678,911,000","567,640,000","398,765,000","592,893,000","221,651,000","126,200,000","146,500,000","131,300,000","62,600,000","35,000,000","27,200,000","18,200,000","17,700,000","1,295,041,000"
3,GrossProfit,"-348,584,000","-306,885,000","8,192,000","-144,197,000","-401,344,000","-205,851,000","347,490,000","392,659,000","529,128,000","1,022,152,000","565,133,000","305,449,000","898,536,000","926,155,000","1,303,084,000","801,090,000","321,858,000","208,530,000","129,192,000","397,082,000","86,250,000","25,300,000","40,100,000","59,500,000","21,100,000","11,500,000","7,900,000","6,500,000","4,500,000","-375,790,000"
4,OperatingExpense,"110,276,000","150,795,000","145,460,000","105,847,000","69,205,000","87,173,000","80,145,000","73,852,000","65,573,000","501,550,000","386,535,000","353,663,000","347,042,000","255,879,000","263,920,000","219,794,000","150,644,000","123,792,000","121,094,000","116,765,000","44,527,000","35,500,000","37,400,000","26,100,000","16,400,000","9,200,000","6,000,000","4,900,000","4,100,000","101,904,000"
5,	SellingGeneralAndAdministration,"97,611,000","130,042,000","146,755,000","105,847,000","69,205,000","87,173,000","80,145,000","73,852,000","64,473,000","64,271,000","53,042,000","56,621,000","68,190,000","64,623,000","55,065,000","39,110,000","32,904,000","27,968,000","29,878,000","30,606,000","11,394,000","7,300,000","9,300,000","8,600,000","6,400,000","3,900,000","3,100,000","2,600,000","2,300,000","89,493,000"
6,		GeneralAndAdministrativeExpense,"97,611,000","130,042,000","146,755,000","105,847,000","69,205,000","87,173,000","80,145,000","73,852,000","64,473,000",,,,,,,,,,,,,,,,,,,,,"89,493,000"
7,			OtherGandA,"97,611,000","130,042,000","146,755,000","105,847,000","69,205,000","87,173,000","80,145,000","73,852,000","64,473,000",,,,,,,,,,,,,,,,,,,,,"89,493,000"
8,	ResearchAndDevelopment,,"3,840,000","3,444,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
9,	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"437,279,000","333,493,000","289,847,000","268,431,000","249,206,000","196,370,000","156,393,000","119,395,000","97,998,000","91,216,000","86,159,000","33,133,000","28,200,000","28,100,000","17,500,000","10,000,000","5,300,000","2,900,000","2,300,000","1,800,000",
10,		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,"249,206,000","196,370,000","156,393,000","119,395,000","97,998,000","91,216,000","86,159,000","33,133,000","28,200,000","28,100,000","17,500,000","10,000,000","5,300,000","2,900,000","2,300,000","1,800,000",
11,	ProvisionForDoubtfulAccounts,"5,606,000","5,683,000",,,,,0,0,"1,100,000",,"-2,000,000",,,,,,,,,,,,,,,,,,,
