name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
"		RestructuringAndMergernAcquisition","-4,657,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		ImpairmentOfCapitalAssets","-4,657,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"18,447,000","19,012,000","33,596,000","24,853,000","18,917,000","8,962,000","3,644,000","53,834,000","56,852,000","35,223,000","16,174,000","-9,538,000","32,173,000","30,526,000","26,552,000","30,939,000","23,733,000","16,182,000","11,278,100","9,023,300","7,185,300","5,222,500","3,200,000","3,300,000","2,600,000","5,000,000","1,500,000","3,300,000","3,000,000","500,000","-1,000,000","2,100,000","2,100,000","2,800,000","1,900,000"
TaxProvision,"3,080,000","5,202,000","9,145,000","4,443,000","5,540,000","2,009,000","-451,000","18,916,000","20,026,000","13,155,000","5,190,000","-3,749,000","12,154,000","11,798,000","11,074,000","11,937,000","9,256,000","5,919,000","4,229,300","3,383,700","2,874,100","1,987,000","1,100,000","1,300,000","1,000,000","1,900,000","300,000","1,100,000","1,100,000","200,000","-100,000","800,000","700,000","1,200,000","900,000"
EarningsFromEquityInterestNetOfTax,"-125,000","-209,000","-389,000","-49,000","-353,000","-636,000","-29,000","-986,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
"	NetIncome","15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
"		NetIncomeIncludingNoncontrollingInterests","15,242,000","13,601,000","24,062,000","20,361,000","13,024,000","6,317,000","4,066,000","33,932,000","36,826,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
"			NetIncomeContinuousOperations","15,242,000","13,601,000","24,062,000","20,361,000","13,024,000","6,317,000","4,066,000","33,932,000","36,826,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,300,000","1,400,000","1,600,000","1,000,000"
"			NetIncomeDiscontinuousOperations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,
"		MinorityInterests",0,0,"133,000","-87,000","-236,000","274,000","775,000","517,000","41,000",,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
BasicEPS,0.52,0.47,0.83,0.7,0.44,0.23,0.17,1.22,1.32,0.8,0.4,-0.21,0.75,0.71,0.6,0.78,0.604,0.435,0.305,0.247,0.182,0.135,0.088,0.084,0.067,0.127,0.054,0.101,0.085,0.016,-0.039,0.063,0.063,0.074,0.048
DilutedEPS,0.51,0.46,0.81,0.68,0.44,0.23,0.17,1.19,1.28,0.79,0.4,-0.21,0.73,0.68,0.57,0.735,0.566,0.413,0.29,0.238,0.18,0.135,0.088,0.084,0.067,0.127,0.054,0.101,0.085,0.016,-0.039,0.063,0.063,0.074,0.048
BasicAverageShares,"29,450,000","29,030,000","29,326,000","29,100,000","28,859,000","28,673,000","28,436,000","28,301,000","27,914,000","27,559,000","27,385,000","27,120,000","26,638,000","26,307,019","25,933,650","24,343,570","23,950,595","23,496,220","23,120,225","22,946,930","23,671,071","23,961,167","24,224,440","24,274,570","23,936,310","24,648,606","22,303,174","21,706,742","22,330,611","18,443,379","23,202,454","22,377,444","22,377,444","21,673,169","21,031,379"
DilutedAverageShares,"29,993,000","29,656,000","30,048,000","29,703,000","29,394,000","29,237,000","28,912,000","28,899,000","28,756,000","27,875,000","27,652,000","27,120,000","27,469,000","27,436,105","27,186,369","25,758,096","25,555,961","24,837,387","24,244,153","23,655,008","24,063,619","23,961,167","24,224,440","24,274,570","23,936,310","24,648,606","22,303,174","21,706,742","22,330,611","18,443,379","23,202,454","22,377,444","22,377,444","21,673,169","21,031,379"
TotalOperatingIncomeAsReported,"22,908,000","26,221,000","39,021,000","26,794,000","20,540,000","11,524,000","6,710,000","55,735,000","59,323,000","39,226,000","19,191,000","-6,329,000","36,144,000","36,013,000","29,216,000","32,267,000","24,958,000","16,542,000","11,879,500","10,367,400","8,828,200","6,978,200","4,100,000","4,800,000","3,500,000","6,000,000","3,500,000","4,100,000","3,800,000","1,800,000","-300,000","2,100,000","1,700,000","2,700,000","2,000,000"
TotalExpenses,"440,453,000","441,965,000","415,251,000","328,253,000","291,573,000","277,858,000","291,924,000","325,286,000","306,867,000","265,203,000","210,429,000","215,658,000","201,394,000","180,649,000","164,555,000","157,529,000","125,897,000","108,321,000","88,791,900","76,649,100","69,151,500","62,233,500","62,900,000","62,900,000","45,100,000","49,400,000","41,600,000","41,400,000","34,900,000","27,500,000","22,600,000","16,900,000","16,200,000","16,200,000","13,900,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
NormalizedIncome,"11,362,719","13,601,000","25,214,928","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,410,081.25","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,163,409.33","4,311,200","3,290,638.25","1,378,125","2,000,000","1,600,000","3,100,000","2,080,000","2,200,000","1,900,000","300,000","-900,000","1,176,190.48","1,066,666.67","1,360,000","880,000"
InterestIncome,"89,000","182,000","174,000","41,000","7,000",,"19,000","1,000","1,000","112,000",0,"44,000","75,000","214,000","30,000","392,000","85,000","626,000","371,400","18,900","38,600",,,,,,,,,,,,,,
InterestExpense,"4,944,000","6,708,000","3,568,000","1,607,000","1,343,000","2,136,000","2,435,000","1,555,000","1,740,000","3,569,000","3,017,000","3,253,000",,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-5,178,000","-7,209,000","-4,024,000","-1,941,000","-1,623,000","-2,562,000","-3,066,000","-1,901,000","-2,466,000","-3,457,000","-3,017,000","-3,209,000",,,,,,,,,,,,,,,,,,,,,,,
EBIT,"23,391,000","25,720,000","37,164,000","26,460,000","20,260,000","11,098,000","6,079,000","55,389,000","58,592,000","38,792,000","19,191,000","-6,285,000","36,144,000","36,013,000","29,216,000","32,267,000","24,958,000","16,542,000","11,879,500","10,367,400","8,828,200","6,978,200","4,100,000","4,800,000","3,500,000","6,000,000","3,500,000","4,100,000","3,800,000","1,800,000","-300,000","2,100,000","1,700,000","2,700,000","2,000,000"
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledCostOfRevenue,"286,114,000","290,832,000","271,641,000","207,655,000","183,825,000","177,480,000","184,138,000","209,674,000","205,065,000","181,361,000","140,538,000","148,903,000","136,407,000","120,932,000","111,413,000","104,117,000","78,597,000","65,989,000","56,795,800","45,196,400","38,457,200","32,734,100","36,800,000","37,600,000","26,000,000","27,300,000","21,900,000","20,900,000","17,800,000","14,300,000","12,700,000","10,100,000","10,200,000","10,700,000","9,000,000"
ReconciledDepreciation,"19,902,000","18,643,000","18,891,000","16,959,000","16,327,000","16,474,000","16,332,000","14,845,000","13,487,000","13,546,000","14,381,000","13,487,000","11,613,000","10,088,000","6,674,000","7,016,000","5,800,000","4,053,000","2,337,400","2,143,800","2,949,200","3,214,800","3,100,000","2,700,000","2,300,000","3,400,000","3,500,000","3,500,000","3,200,000","2,900,000","1,400,000","1,000,000","700,000","600,000","500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,300,000","1,400,000","1,600,000","1,000,000"
TotalUnusualItemsExcludingGoodwill,"4,657,000",,"-1,401,000",,,,,0,0,"-546,000",,,,,,,,,,"761,900",,"-89,000","1,100,000",,,,"-1,100,000",,,,,"200,000","500,000","400,000","200,000"
TotalUnusualItems,"4,657,000",,"-1,401,000",,,,,0,0,"-546,000",,,,,,,,,,"761,900",,"-89,000","1,100,000",,,,"-1,100,000",,,,,"200,000","500,000","400,000","200,000"
NormalizedEBITDA,"38,636,000","44,363,000","57,456,000","43,419,000","36,587,000","27,572,000","22,411,000","70,234,000","72,079,000","52,884,000","33,572,000","7,202,000","47,757,000","46,101,000","35,890,000","39,283,000","30,758,000","20,595,000","14,216,900","11,749,300","11,777,400","10,282,000","6,100,000","7,500,000","5,800,000","9,400,000","8,100,000","7,600,000","7,000,000","4,700,000","1,100,000","2,900,000","1,900,000","2,900,000","2,300,000"
TaxRateForCalcs,0.167,0.274,0.272,0.18,0.293,0.224,0.35,0.351,0.352,0.373,0.321,0.393,0.378,0.386,0.4,0.386,0.39,0.366,0.375,0.375,0.4,0.38,0.344,0.394,0.385,0.38,0.2,0.333,0.367,0.4,0.1,0.381,0.333,0.4,0.4
TaxEffectOfUnusualItems,"777,719",0,"-381,072",0,0,0,0,0,0,"-203,918.75",0,0,0,0,0,0,0,0,0,"285,709.33",0,"-33,861.75","378,125",0,0,0,"-220,000",0,0,0,0,"76,190.48","166,666.67","160,000","80,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalAssets,"680,293,000","670,098,000","593,587,000","535,592,000","429,956,000","443,539,000","473,171,000","447,443,000","399,890,000","339,141,000","281,799,000","254,711,000","286,937,000","248,581,000","262,376,000","183,227,000","122,346,000","106,734,000","75,448,200","68,564,900","66,090,900","55,579,300","58,800,000","55,200,000","48,000,000","39,300,000","40,900,000","36,000,000","32,900,000","31,800,000","29,600,000","21,000,000","14,600,000","11,200,000","9,500,000"
"	CurrentAssets","331,725,000","336,199,000","310,188,000","254,883,000","227,075,000","236,831,000","287,049,000","249,506,000","222,317,000","178,465,000","118,645,000","119,676,000","145,511,000","125,440,000","145,570,000","106,818,000","74,016,000","63,670,000","43,774,400","44,375,000","45,746,500","34,072,700","36,000,000","36,400,000","29,400,000","24,700,000","23,900,000","17,400,000","12,500,000","10,000,000","6,100,000","5,400,000","4,900,000","6,100,000","4,400,000"
"		CashCashEquivalentsAndShortTermInvestments","15,923,000","6,581,000","6,168,000","11,337,000","7,869,000","5,524,000","4,885,000","6,680,000","38,476,000","35,085,000","1,158,000","383,000","1,229,000","3,201,000","1,844,000","1,342,000","457,000","887,000","3,274,600","853,000","361,000","550,200","800,000","700,000","600,000","300,000","300,000","300,000","100,000","100,000","200,000","1,300,000","1,000,000","1,000,000","800,000"
"			CashAndCashEquivalents","15,923,000","6,581,000","6,168,000","11,337,000","7,869,000","5,524,000","4,885,000","6,680,000","38,476,000","35,085,000","1,158,000","383,000","1,229,000","3,201,000","1,844,000","1,342,000","457,000","887,000","3,274,600","853,000","361,000","550,200","800,000","700,000","600,000","300,000","300,000","300,000","100,000","100,000","200,000","1,300,000","1,000,000","1,000,000","800,000"
"				CashFinancial",,,,,,,,"6,680,000","38,476,000","35,085,000","1,158,000","383,000",,,,,,,,,,,,,,,,,,,,,,,
"		Receivables","141,519,000","155,848,000","134,029,000","109,605,000","87,206,000","75,557,000","94,387,000","85,040,000","77,303,000","70,001,000","40,811,000","44,638,000","51,968,000","56,570,000","75,744,000","60,269,000","28,305,000","28,197,000","17,194,200","17,114,600","22,849,700","15,953,000","18,600,000","21,700,000","16,700,000","15,500,000","15,500,000","10,900,000","6,700,000","5,400,000","2,900,000","1,100,000","1,500,000","3,100,000","1,500,000"
"			AccountsReceivable","130,029,000","136,075,000","123,320,000","102,534,000","83,777,000","72,835,000","86,027,000","74,060,000","76,073,000","68,611,000","33,833,000","40,681,000","51,405,000","55,925,000","75,158,000","58,955,000","27,773,000","27,803,000","16,975,000","17,114,600","22,849,700","15,953,000",,,,,,,,,,,,,
"				GrossAccountsReceivable","133,326,000","138,375,000","124,583,000","102,580,000","83,819,000","73,258,000","86,193,000","74,452,000","76,696,000","68,951,000",,,,,,,,,,,,,,,,,,,,,,,,,
"				AllowanceForDoubtfulAccountsReceivable","-3,297,000","-2,300,000","-1,263,000","-46,000","-42,000","-423,000","-166,000","-392,000","-623,000","-340,000",,,,,,,,,,,,,,,,,,,,,,,,,
"			TaxesReceivable","3,046,000","2,824,000",,,,"168,000","5,964,000","10,088,000",0,"203,000","6,715,000","3,575,000",,,,,,,,,,,,,,,,,,,,,,,
"			OtherReceivables","8,444,000","16,949,000","10,709,000","7,071,000","3,429,000","2,554,000","2,396,000","892,000","1,230,000","1,187,000","263,000","382,000","563,000","645,000","586,000","1,314,000","532,000","394,000","219,200",0,0,,,,,,,,,,,,,,
"		Inventory","163,784,000","163,313,000","159,895,000","123,124,000","120,576,000","136,477,000","165,631,000","139,830,000","87,951,000","71,068,000","74,054,000","72,512,000","90,626,000","63,455,000","66,628,000","44,359,000","43,635,000","33,389,000","21,227,700","24,029,800","21,202,800","16,749,900","15,700,000","12,900,000","11,400,000","8,300,000","7,200,000","5,400,000","5,300,000","3,900,000","2,000,000","1,900,000","1,700,000","1,600,000","1,700,000"
"			RawMaterials","14,369,000","11,396,000","12,598,000","15,529,000","16,744,000","16,021,000","22,778,000","12,958,000","13,051,000","10,045,000","6,738,000","6,396,000","6,882,000","6,595,000","8,568,000","4,193,000","4,391,000","3,230,000",,"4,624,900",,,,,,,,,,,,,,,
"			FinishedGoods","149,415,000","151,917,000","147,297,000","107,595,000","103,832,000","120,456,000","142,853,000","126,872,000","74,900,000","61,023,000","67,316,000","66,116,000","83,744,000","56,860,000","58,060,000","40,166,000","39,244,000","30,159,000",,"19,404,900",,,,,,,,,,,,,,,
"			OtherInventories",,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,
"		PrepaidAssets","10,499,000","10,457,000","10,096,000","10,817,000","11,424,000","11,172,000","13,415,000","11,435,000","13,710,000","2,311,000","2,622,000","2,143,000","1,688,000","2,214,000","1,354,000","848,000","1,479,000","1,057,000","870,300","1,145,900",,,,,,,,,,,,,,,
"		CurrentDeferredAssets",,,,,,"8,101,000","8,731,000","6,521,000","4,877,000",,,,,,,,"140,000","140,000","289,200","1,231,700",,,,,,,,,,,,,,,
"			CurrentDeferredTaxesAssets",,,,,,"8,101,000","8,731,000","6,521,000","4,877,000",,,,,,,,"140,000","140,000","289,200","1,231,700",,,,,,,,,,,,,,,
"		OtherCurrentAssets",,,,"10,817,000",0,0,0,0,0,,0,0,0,0,0,0,0,0,"918,400",0,"1,333,000","819,600","900,000","1,100,000","700,000","600,000","900,000","800,000","400,000","600,000","1,000,000","1,100,000","700,000","400,000","400,000"
"	TotalNonCurrentAssets","348,568,000","333,899,000","283,399,000","280,709,000","202,881,000","206,708,000","186,122,000","197,937,000","177,573,000","160,676,000","163,154,000","135,035,000","141,426,000","123,141,000","116,806,000","76,409,000","48,330,000","43,064,000","31,673,800","24,189,900","20,344,400","21,506,600","22,800,000","18,800,000","18,600,000","14,600,000","17,000,000","18,600,000","20,400,000","21,800,000","23,500,000","15,600,000","9,700,000","5,100,000","5,100,000"
"		NetPPE","77,580,000","67,779,000","49,252,000","49,321,000","50,295,000","47,972,000","50,026,000","52,468,000","45,701,000","39,273,000","40,541,000","39,196,000","41,241,000","36,541,000","36,863,000","34,339,000","26,118,000","21,677,000","19,983,700","13,398,000","9,223,600","10,725,000","12,800,000","13,600,000","12,900,000","13,700,000","15,200,000","16,100,000","16,800,000","17,800,000","19,400,000","12,500,000","7,600,000","4,600,000","4,500,000"
"			GrossPPE","178,481,000","162,614,000","138,451,000","134,435,000","133,569,000","139,591,000","133,241,000","131,419,000","116,159,000","106,458,000","100,197,000","92,193,000","87,871,000","86,209,000","80,360,000","73,090,000","59,904,000","51,421,000","46,971,400","39,184,000","18,236,400","34,270,600","33,900,000","32,100,000","29,200,000","27,800,000","27,200,000","26,100,000","24,800,000","24,300,000","24,000,000","16,000,000","12,000,000","8,400,000","7,800,000"
"				Properties",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
"				LandAndImprovements","2,756,000","2,706,000","2,548,000","2,458,000","2,458,000","2,458,000","2,458,000","2,458,000","2,458,000","2,458,000","2,458,000","2,458,000","2,458,000","2,652,000","2,652,000","2,441,000","2,441,000","2,441,000","2,441,400","2,441,400",,,,,,,,,,,,,,,
"				BuildingsAndImprovements","19,786,000","18,640,000","17,555,000","16,678,000","15,515,000","14,726,000","14,380,000","14,167,000","12,537,000","10,172,000","8,131,000","7,368,000","7,330,000","6,791,000","6,699,000","5,202,000","5,105,000","4,903,000","4,791,700","4,776,700",,,,,,,,,,,,,,,
"				MachineryFurnitureEquipment","133,349,000","124,747,000","115,835,000","113,382,000","107,549,000","118,994,000","112,971,000","104,179,000","97,801,000","91,324,000","84,134,000","81,263,000","75,529,000","71,580,000","63,591,000","51,708,000","48,359,000","42,279,000","28,583,700","27,073,400",,,,,,,,,,,,,,,
"				OtherProperties","12,198,000","11,258,000",,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
"				ConstructionInProgress","10,392,000","5,263,000","2,513,000","1,917,000","8,047,000","3,413,000","3,432,000","10,615,000","3,363,000","2,504,000","5,474,000","1,104,000","2,554,000","5,186,000","7,418,000","13,739,000","3,999,000","1,798,000","11,154,600","4,892,500",,,,,,,,,,,,,,,
"			AccumulatedDepreciation","-100,901,000","-94,835,000","-89,199,000","-85,114,000","-83,274,000","-91,619,000","-83,215,000","-78,951,000","-70,458,000","-67,185,000","-59,656,000","-52,997,000","-46,630,000","-49,668,000","-43,497,000","-38,751,000","-33,786,000","-29,744,000","-26,987,700","-25,786,000","-9,012,800","-23,545,600","-21,100,000","-18,500,000","-16,300,000","-14,100,000","-12,000,000","-10,000,000","-8,000,000","-6,500,000","-4,600,000","-3,500,000","-4,400,000","-3,800,000","-3,300,000"
"		GoodwillAndOtherIntangibleAssets","249,622,000","244,934,000","212,373,000","203,134,000","121,433,000","129,160,000","100,211,000","107,007,000","113,521,000","116,189,000","115,249,000","86,973,000","93,179,000","85,318,000","79,030,000","41,222,000","21,161,000","20,307,000","10,877,900","10,049,500","10,657,100","10,086,400","9,600,000","4,900,000","3,500,000","400,000","500,000",,"100,000","100,000","100,000","100,000","100,000","100,000","100,000"
"			Goodwill","52,108,000","46,557,000","25,790,000","22,184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			OtherIntangibleAssets","197,514,000","198,377,000","186,583,000","180,950,000","121,433,000","129,160,000","100,211,000","107,007,000","113,521,000","116,189,000","115,249,000","86,973,000","93,179,000","85,318,000","79,030,000","41,222,000","21,161,000","20,307,000","10,877,900","10,049,500","10,657,100","10,086,400","9,600,000","4,900,000","3,500,000","400,000","500,000",,"100,000","100,000","100,000","100,000","100,000","100,000","100,000"
